label:PY[0].soma.m_im
5001
0	0
0.2	3.70744e-05
0.4	7.41019e-05
0.6	0.000111083
0.8	0.000148016
1	0.000184903
1.2	0.000221743
1.4	0.000258537
1.6	0.000295283
1.8	0.000331983
2	0.000368636
2.2	0.000405243
2.4	0.000441802
2.6	0.000478316
2.8	0.000514782
3	0.000551203
3.2	0.000587576
3.4	0.000623904
3.6	0.000660185
3.8	0.000696419
4	0.000732607
4.2	0.000768749
4.4	0.000804844
4.6	0.000840894
4.8	0.000876897
5	0.000912854
5.2	0.000948765
5.4	0.000984629
5.6	0.00102045
5.8	0.00105622
6	0.00109195
6.2	0.00112763
6.4	0.00116326
6.6	0.00119885
6.8	0.0012344
7	0.00126989
7.2	0.00130534
7.4	0.00134075
7.6	0.00137611
7.8	0.00141143
8	0.00144669
8.2	0.00148192
8.4	0.0015171
8.6	0.00155223
8.8	0.00158732
9	0.00162236
9.2	0.00165736
9.4	0.00169231
9.6	0.00172721
9.8	0.00176207
10	0.00179689
10.2	0.00183166
10.4	0.00186639
10.6	0.00190107
10.8	0.0019357
11	0.00197029
11.2	0.00200484
11.4	0.00203934
11.6	0.0020738
11.8	0.00210821
12	0.00214258
12.2	0.0021769
12.4	0.00221118
12.6	0.00224541
12.8	0.0022796
13	0.00231374
13.2	0.00234784
13.4	0.0023819
13.6	0.00241591
13.8	0.00244988
14	0.0024838
14.2	0.00251768
14.4	0.00255151
14.6	0.0025853
14.8	0.00261905
15	0.00265275
15.2	0.00268641
15.4	0.00272003
15.6	0.0027536
15.8	0.00278712
16	0.00282061
16.2	0.00285405
16.4	0.00288744
16.6	0.00292079
16.8	0.0029541
17	0.00298737
17.2	0.00302059
17.4	0.00305377
17.6	0.0030869
17.8	0.00311999
18	0.00315304
18.2	0.00318605
18.4	0.00321901
18.6	0.00325193
18.8	0.00328481
19	0.00331764
19.2	0.00335043
19.4	0.00338318
19.6	0.00341588
19.8	0.00344854
20	0.00348116
20.2	0.00351374
20.4	0.00354627
20.6	0.00357876
20.8	0.00361121
21	0.00364361
21.2	0.00367598
21.4	0.0037083
21.6	0.00374058
21.8	0.00377281
22	0.003805
22.2	0.00383716
22.4	0.00386927
22.6	0.00390133
22.8	0.00393336
23	0.00396534
23.2	0.00399728
23.4	0.00402918
23.6	0.00406104
23.8	0.00409285
24	0.00412463
24.2	0.00415636
24.4	0.00418805
24.6	0.0042197
24.8	0.00425131
25	0.00428287
25.2	0.00431439
25.4	0.00434588
25.6	0.00437732
25.8	0.00440872
26	0.00444008
26.2	0.00447139
26.4	0.00450267
26.6	0.0045339
26.8	0.0045651
27	0.00459625
27.2	0.00462736
27.4	0.00465843
27.6	0.00468946
27.8	0.00472045
28	0.0047514
28.2	0.00478231
28.4	0.00481318
28.6	0.004844
28.8	0.00487479
29	0.00490553
29.2	0.00493624
29.4	0.0049669
29.6	0.00499753
29.8	0.00502811
30	0.00505865
30.2	0.00508916
30.4	0.00511962
30.6	0.00515004
30.8	0.00518042
31	0.00521077
31.2	0.00524107
31.4	0.00527133
31.6	0.00530155
31.8	0.00533174
32	0.00536188
32.2	0.00539198
32.4	0.00542205
32.6	0.00545207
32.8	0.00548205
33	0.005512
33.2	0.0055419
33.4	0.00557177
33.6	0.0056016
33.8	0.00563138
34	0.00566113
34.2	0.00569084
34.4	0.00572051
34.6	0.00575014
34.8	0.00577973
35	0.00580928
35.2	0.00583879
35.4	0.00586827
35.6	0.0058977
35.8	0.0059271
36	0.00595645
36.2	0.00598577
36.4	0.00601505
36.6	0.00604429
36.8	0.0060735
37	0.00610266
37.2	0.00613178
37.4	0.00616087
37.6	0.00618992
37.8	0.00621893
38	0.0062479
38.2	0.00627683
38.4	0.00630573
38.6	0.00633459
38.8	0.0063634
39	0.00639219
39.2	0.00642093
39.4	0.00644963
39.6	0.0064783
39.8	0.00650693
40	0.00653552
40.2	0.00656407
40.4	0.00659259
40.6	0.00662106
40.8	0.0066495
41	0.00667791
41.2	0.00670627
41.4	0.0067346
41.6	0.00676289
41.8	0.00679114
42	0.00681935
42.2	0.00684753
42.4	0.00687567
42.6	0.00690377
42.8	0.00693184
